#{"t_start": 1783876858.8035107, "env_id": "None"}
r,l,t
83.888477,144,2972.242565
84.018718,142,2974.8782
-25.411664,198,2978.5822
-109.958672,293,2984.049806
-87.111928,255,2988.817797
-134.006084,227,2993.443189
-38.798234,198,2997.284583
78.321709,144,2999.973794
-131.496502,264,3004.972403
-147.214597,226,3009.46665
-57.385715,196,3013.334103
-57.530953,212,3017.397487
-88.302386,214,3021.773033
-226.045296,120,3024.027915
87.348682,137,3026.701594
80.172582,144,3029.367616
-75.774669,237,3033.80596
-131.223549,259,3038.785799
-73.170894,184,3042.472004
103.581112,111,3044.53543
-42.098645,185,3048.0196
-8.991512,162,3051.310518
-62.450406,279,3056.508343
-118.761154,223,3060.657253
-120.386701,277,3065.830156
105.259141,108,3067.920043
88.56661,137,3070.464939
-180.602255,279,3075.783199
-112.918666,251,3080.677839
-74.471935,226,3085.104597
-112.793855,213,3089.097444
-66.242932,185,3092.482068
-97.721354,196,3096.12496
-57.035266,201,3100.012975
-137.203726,245,3104.57324
-85.783908,223,3108.724672
-78.123952,236,3113.458356
-42.148146,225,3119.951471
96.759339,107,3121.957407
-81.108741,267,3126.995813
-76.621904,198,3130.694845
-79.227201,210,3134.72915
-46.238837,209,3138.638046
-36.176053,173,3142.23944
-112.961985,241,3146.667705
-49.994268,194,3150.29459
87.713158,132,3152.756714
81.622933,144,3155.421756
-114.565968,277,3160.598463
-120.373056,257,3165.431294
-35.592257,239,3169.951115
-115.033726,232,3174.611646
-170.221287,283,3179.891013
-74.855206,252,3184.600825
-44.098741,192,3188.177901
-109.151359,218,3192.312371
-16.836734,188,3195.80269
91.485779,122,3198.038584
99.739693,110,3200.159374
-140.79451,203,3204.265207
-41.398891,167,3207.336369
-82.659343,252,3212.070085
-145.303029,267,3217.145013
-85.462214,218,3221.190592
-70.843017,214,3225.177855
101.252453,105,3227.149787
-74.125645,180,3230.694904
-135.781109,251,3235.547883
-205.728836,297,3241.129384
-279.569426,320,3247.129708
-57.497166,236,3251.528903
-94.813283,181,3254.944961
87.9419,130,3257.358585
-150.302502,247,3262.325357
-72.635311,201,3266.075256
-46.023362,187,3269.554921
-62.961073,252,3274.275259
-109.026251,247,3278.836615
-232.718606,107,3280.835097
56.181913,147,3283.614237
-68.420068,242,3288.089898
66.783204,146,3291.048682
-134.806525,292,3296.63945
-91.167761,218,3300.70723
-162.573834,266,3305.735966
-41.708681,237,3312.934078
-80.139447,238,3317.395286
-12.70676,181,3320.993196
-84.139117,276,3326.214039
-121.890212,248,3330.830419
-180.717376,254,3335.565287
-56.130437,203,3339.370898
-202.448777,281,3344.588609
-32.638579,219,3348.642289
-181.732237,265,3353.836772
97.096448,104,3355.75986
-54.624806,190,3359.320315
-89.48753,208,3363.206474
-102.026617,188,3366.691741
-67.934087,217,3370.792914
-130.469671,286,3376.188009
-49.130191,199,3379.937876
-107.996986,241,3384.742497
90.884291,123,3386.998917
-77.998702,222,3391.1652
-69.30566,196,3394.841552
-51.877297,193,3398.459543
-23.611389,157,3401.408737
-105.057308,213,3405.406175
-74.241901,216,3409.411535
25.818907,171,3412.923179
-14.644727,197,3416.595687
99.190709,110,3418.674796
-104.14078,225,3422.870732
107.791017,104,3424.825261
-37.189288,172,3428.013249
-55.062969,208,3431.891991
-155.585535,281,3437.113034
-59.026499,191,3440.864106
-111.025281,244,3445.647471
-121.599945,241,3450.12385
-133.428284,237,3454.532316
-188.963957,299,3460.129606
-49.456018,195,3463.752491
-109.309765,214,3467.792333
89.271445,126,3470.182975
-35.684028,181,3473.790457
96.487902,121,3476.043152
-127.929468,243,3480.551594
-130.98675,269,3485.770346
-20.863615,232,3490.162174
-110.396576,225,3494.387008
-92.132139,229,3498.653684
-116.595792,236,3505.694798
-78.752747,255,3510.404669
-124.899504,201,3514.267894
-57.383047,229,3518.49636
-118.540239,235,3522.846295
-101.165194,207,3526.718164
-16.173481,152,3529.55042
-108.440801,216,3533.882236
-128.632468,301,3539.440607
-120.910995,254,3544.166977
-102.636107,245,3548.695484
-78.696648,201,3552.465005
110.382636,102,3554.337261
-84.298888,206,3558.155241
-109.555352,309,3564.168555
98.584249,105,3566.130754
90.227919,120,3568.369325
96.144944,115,3570.525845
78.041935,150,3573.475215
-58.435963,227,3577.752618
-164.192232,232,3582.069285
-52.298464,276,3587.188741
-98.056668,200,3591.150756
-56.942813,198,3594.904072
109.514217,103,3596.780113
-98.763687,248,3601.412662
-94.375506,220,3605.567861
-111.503512,236,3610.08983
-159.61674,234,3614.445749
-64.420737,214,3618.439218
-296.407592,213,3622.748453
-89.741301,248,3627.351582
-55.43701,199,3631.028213
-65.070107,222,3635.15328
-52.471772,206,3638.964013
-156.491315,248,3643.562192
72.963261,133,3646.063763
-35.881394,240,3650.698565
-70.101885,246,3655.432455
-80.335955,176,3658.651949
-141.005046,241,3663.137152
