timesteps,mean_reward,mean_fuel_mL,mean_travel_time_s,mean_stop_steps,mean_max_abs_jerk
450000,-64.97912323557011,78.3454203718879,107.0,10.625,6.674578532576561
460000,-19.778842834522948,64.93467500671316,95.3125,10.375,5.0186886504308
470000,-37.2770635494162,71.86226988903385,101.9375,6.125,3.732632501455168
480000,-9.546597322072557,68.394242700214,97.1875,6.875,5.8918783632516405
490000,-20.986086679331493,73.21407618763503,97.5625,8.0,5.712601650640699
500000,-70.8681398624758,80.91631555521371,108.5625,6.75,7.357458770275116
510000,-8.738001856181654,68.56194143311424,97.375,3.5,6.095777735114098
520000,-57.013052172501375,84.79263864405652,125.6875,8.0,5.27448909953511
530000,-60.26932659511931,74.6031281964999,115.875,9.25,6.3776712054498805
540000,-14.215385619543213,73.892997137002,105.4375,4.25,4.551267757301282
550000,-23.717353895743145,71.55359168875779,98.25,1.125,5.061646431684494
560000,-41.67929849486245,78.46338964407911,107.625,3.0,5.306824035192411
570000,-43.152402963489294,70.0723455557669,108.375,9.5,5.144972901343986
580000,18.592366768927604,67.03694084469791,100.0625,1.375,2.9948544204235077
590000,-33.094139854798414,75.10235766813167,107.8125,0.875,5.605983478333166
600000,-48.41572204633849,72.96687773768082,109.75,6.25,4.426823690533638
610000,-27.13735650012677,72.30335758091286,109.3125,6.625,4.747266199661922
620000,-1.2167371847499453,65.78053282756275,92.875,3.625,4.4932675186251245
630000,-36.07463979703607,70.51340274061585,97.375,4.875,4.867260445957832
640000,-4.324343943269923,68.58138200973374,89.1875,4.25,4.431499826937829
650000,-29.25184165509927,83.68690837445997,110.1875,9.125,5.572542307725982
660000,-92.93717845355877,91.11590134893845,127.375,9.75,5.9795593321323395
670000,-55.47146829381563,76.14117369554042,104.3125,4.75,6.653114318847656
680000,-58.62692267444436,79.6785955565961,116.0625,11.5,5.735193252815317
690000,-27.681276248872564,73.78249297938413,107.875,2.75,5.5089638718059
700000,-58.96794717211196,83.0776483833236,114.1875,6.25,7.564854651689529
710000,21.397499060189148,69.41891606081602,99.0625,0.0,4.021221220493317
720000,-35.055793034476665,83.54712456511405,112.1875,5.625,4.949898943305016
730000,-27.54837069678524,71.6279695937622,101.875,2.875,5.619148500721211
740000,-82.21258654863414,78.29141975560393,112.0,11.5,6.460595783707385
750000,-53.29997924701843,75.29028308262522,104.1875,2.875,6.354314859774714
760000,-57.35979984068763,77.22964161005736,104.0625,4.0,6.3838658928871155
770000,46.659993934494196,59.35928281983415,85.6875,0.375,3.5347156822681427
780000,-91.9149233742537,84.83742751357681,129.4375,9.25,6.386322095990182
790000,-43.31066561978332,82.70047691275693,110.0625,2.5,5.429490507864784
800000,9.247775110209659,64.40580759762366,90.8125,3.375,4.404221594333649
810000,-65.74167448299704,85.65548914858641,121.5625,5.25,5.869405180215836
820000,-30.378938807711165,74.366171113481,106.8125,5.125,5.5125802455267525
830000,-16.405991299732705,73.60440712055271,103.125,3.875,5.828853648276974
840000,-40.3820645224223,73.5591921571637,102.0,2.625,5.4396217413421715
850000,-52.73593718868142,85.28939794995193,121.5,2.375,6.176618441143912
860000,-43.93244081512967,74.3750140930549,104.1875,5.125,5.097551226615906
870000,47.65736331313383,56.42901795340822,77.4375,2.125,2.6135052031953396
880000,-55.28956293549709,76.37467623063087,103.25,6.625,6.3494519629666435
890000,-21.478332769769622,68.55621865717023,99.375,2.125,3.589194426204873
900000,28.9583378055994,64.26628395691725,95.875,0.5,2.737734576335523
910000,-56.09676709818814,75.66233481949988,109.5,14.0,5.2700444012880325
920000,-50.32138973520341,76.22289961046454,105.3125,7.875,6.14502540230751
930000,-66.9439994784625,79.1965964777589,111.9375,9.125,6.615590424611933
940000,-100.48215739954321,82.64820537046768,117.625,10.5,5.674059844718524
950000,-14.674014007539881,72.7323665504865,104.8125,8.0,4.723610479134183
960000,-74.24012760127152,83.25515612611463,119.125,6.75,5.405459147348559
970000,-2.946195699289092,66.28903266220976,94.375,3.125,2.8252259812735856
980000,-52.30871198959653,82.8795261851298,114.1875,3.625,4.808041453361511
990000,-49.22009088298364,76.12161768286856,112.1875,4.5,6.417964443564415
1000000,-63.578336743252294,83.75259812920575,114.3125,7.625,5.336810320871553
