timesteps,mean_reward,mean_fuel_mL,mean_travel_time_s,mean_stop_steps,mean_max_abs_jerk
10000,-225.3162262921105,75.5712925552472,124.25,17.5,8.661834869760515
20000,-15.335103480691032,65.36698020016469,79.9375,0.75,5.08922491432553
30000,-120.89462367421947,78.14010635392638,108.125,9.125,8.409212971663276
40000,-88.21855911149578,81.95546379693488,98.4375,6.5,7.840392788427127
50000,-140.65727979927897,80.6251399823232,110.625,4.25,8.24091192220499
60000,-82.34205363192086,77.31915832910471,105.0625,1.625,8.010661289095879
70000,-121.39829175554769,82.8646426498832,118.6875,9.875,7.872184531158499
80000,-95.44694985829847,83.66294595049419,115.3125,7.875,8.101022750139236
90000,-77.82214421922254,85.19654913348579,112.1875,7.125,7.604231622074607
100000,-103.25505321948731,79.43054926582187,107.125,9.125,7.420893015353795
110000,-47.43305916155805,76.08747644307472,92.5,4.75,6.443214803338936
120000,-105.77451400782229,81.38203245592467,115.4375,6.125,7.972584606619863
130000,-32.80231167887905,76.27424694941558,104.375,7.0,6.261062949895859
140000,-137.14249466195906,83.91126257597283,123.6875,7.5,7.300639510154724
150000,-91.92302608155296,89.50782779356214,122.0625,13.75,8.548583686351776
160000,-39.946352101818775,79.13957420736693,102.4375,5.625,7.166648347194252
170000,-98.29601651534358,80.65074092633559,114.8125,3.25,7.680159092193261
180000,-37.337437072106695,78.33371108838486,102.5625,1.375,7.312768770360076
190000,-32.55899065678386,71.44717475516015,90.6875,3.0,5.2866614071716995
200000,-47.97992440841335,73.72294294973909,104.8125,3.5,5.937763072414619
210000,-38.07645228954789,71.64314459976791,100.75,4.625,6.200816965393322
220000,-75.49793333549314,78.29310251245934,107.9375,5.0,7.385598912835121
230000,-70.86999812334398,80.66523595247085,115.375,5.375,7.351942399383477
240000,-35.052872251832014,76.07875798369341,106.375,2.125,5.569119759998871
250000,-2.2694709068455268,70.36325036962586,95.625,1.75,5.008360131548325
260000,-53.5367491375946,76.97601216696779,107.25,8.875,6.204654208418984
270000,-77.70946600929892,79.86390341241213,112.3125,2.375,6.5561089515686035
280000,-31.233061291844933,70.4381107882976,97.375,3.875,6.144590114387594
290000,-46.13433823480227,76.45475455842274,107.375,2.875,5.306248463215115
300000,-97.48610082339292,72.70563738293883,104.0625,5.25,6.9462771862745285
310000,-95.91718150216332,87.85123624437094,123.1875,4.75,8.091914199283849
320000,-12.09158163287816,72.97744110749032,90.6875,0.375,6.990731671452522
330000,-45.22579686633253,73.66028588754699,106.8125,8.75,6.884242028137361
340000,-37.2205099840794,77.29575305008407,101.3125,6.75,6.067822324371746
350000,-41.64929200442293,79.16834591136032,110.4375,3.0,6.329236835241318
360000,-34.39546383671404,82.11398511356603,107.5,2.625,6.2204368859529495
370000,-31.778701500807074,68.06590290099624,87.0625,4.375,4.7857718239128335
380000,-47.26952586390621,78.87176594503109,99.625,4.5,4.927886322140694
390000,-11.007524692879088,68.61631225263048,97.4375,0.25,3.3651972115039825
400000,-27.62216190523759,83.32850722417454,110.0625,5.5,6.2978379889288165
