timesteps,mean_reward,mean_fuel_mL,mean_travel_time_s,mean_stop_steps,mean_max_abs_jerk
10000,-185.1169130930066,85.3349778381513,120.5,5.75,9.342101067304611
20000,-160.7784227940574,87.04836941971979,110.6875,19.0,9.241566391109345
30000,-134.58602680553668,80.74943348436331,108.4375,6.25,8.297567620477103
40000,-88.35095683339034,87.28515063043898,101.375,5.375,7.722758601874592
50000,-28.220840356661938,69.7557668532693,83.9375,2.75,4.2255240213856275
60000,-118.89533253983245,89.82231453866606,112.75,11.5,8.668806417300857
70000,-41.89252052673487,76.36339930380585,103.3125,2.5,6.510968918835321
80000,-87.04798951745033,83.14750669232029,97.0625,9.0,7.203356638550758
90000,-113.314307061426,90.93527735912836,119.75,14.5,9.364810869890889
100000,-93.9431824295607,87.55047187851115,116.0625,10.25,7.033574887164015
110000,-63.07155291097297,88.35293778617068,108.9375,7.5,7.691312487372467
120000,-80.75984635827626,78.520962904279,109.5625,5.125,6.813998778292952
130000,-16.933516587112535,77.10762011343962,96.3125,2.75,5.719363424608922
140000,-14.103615490921584,73.20158418729655,100.875,1.5,6.076740903419212
150000,0.15031330810597865,74.31460018444928,88.75,3.75,4.718993145894574
160000,-38.956668764105416,80.16098712169176,92.375,4.125,6.171070441205867
170000,-56.93235431212088,85.88999052723165,105.3125,6.625,6.388614788651466
180000,-97.42516800531303,89.35128276681927,113.875,10.0,7.543663994688494
190000,-72.76944974381695,85.63967161721894,115.875,5.75,8.261350810527802
200000,-52.62585647347623,80.41745630908743,104.125,7.875,7.92769514407956
210000,-57.48550723578228,86.7675709470302,107.0,3.75,6.930600062012672
220000,-79.26420288114605,85.88110865322388,101.625,10.5,7.639909619351787
230000,-47.45860173325127,83.81844042327212,113.9375,3.5,6.686541087434295
240000,-69.84596534892626,82.20246859106675,99.125,4.75,7.363331705331802
250000,-60.03422801909619,82.16742999683856,102.5625,8.5,6.814246006821641
260000,-38.38232231377333,81.29616676069567,102.125,2.0,6.409772676681195
270000,-84.95947662934304,92.40428078501631,121.3125,8.875,8.29760377928579
280000,-67.90827173505386,81.58949832114658,108.5625,6.5,6.131591422208245
290000,-111.02290271649554,86.84194945861236,116.0,4.875,7.880723772854314
300000,-83.59435083252902,84.48460007602048,106.625,6.75,6.3763531148433685
310000,-40.51904942475812,86.62468069160154,111.6875,1.5,7.1551143697852915
320000,-44.15020265132625,78.30121562870943,94.8125,5.0,7.192572907254073
330000,-13.674070714376285,71.52539664080157,94.125,3.625,6.300698128496083
340000,-111.10901015364834,87.36472792530597,120.875,4.375,7.3378809241108165
350000,-68.36236257851851,84.01007663293882,100.4375,6.25,6.599739596247673
360000,-25.866526747432545,71.06678233738793,88.6875,1.625,5.2491151094436646
370000,-51.27622867326318,75.41204212314616,100.5,6.125,6.621420785784721
380000,-47.60785901309191,82.25615724385756,114.375,5.125,6.302004980500012
390000,-48.72377013194637,82.08442831095553,110.125,1.875,7.528225690126419
400000,-102.76572791322633,84.79763327399306,110.25,12.75,7.86499249087146
