#{"t_start": 1784298491.3952901, "env_id": "None"}
r,l,t
-95.316831,162,3920.390918
63.662073,137,3923.828101
-98.900991,258,3929.678319
63.522187,151,3932.791997
-38.143935,233,3938.090192
-23.793454,220,3942.887974
-92.720479,237,3947.94698
-89.622708,268,3953.552431
66.341926,133,3956.37912
-68.134657,270,3962.985788
-14.062083,207,3972.070625
-138.705208,224,3978.846199
-11.376122,264,3986.854003
-39.399973,222,3992.975476
-44.920166,241,4000.528122
-76.979703,239,4006.508446
-160.94857,230,4011.377996
-52.943205,228,4016.134194
-53.091064,198,4020.312253
-75.111567,256,4025.732182
-129.78375,186,4030.508365
-48.061072,235,4035.398794
-98.804975,258,4040.274642
-118.148429,222,4044.45356
-183.658441,320,4050.522648
-11.937642,211,4054.522607
-140.389969,277,4060.128057
-56.017,219,4064.306384
-78.230601,194,4067.960278
47.151182,165,4071.120791
-27.539703,213,4075.223652
-38.241588,193,4079.011208
-63.604416,254,4083.852441
-40.617458,197,4087.896292
-22.005889,210,4091.964181
-135.919187,229,4096.408445
-102.962193,289,4102.14966
-157.594938,206,4106.117939
-242.323845,271,4111.345051
-19.177905,194,4115.053899
-27.583889,183,4118.893013
77.714649,134,4124.966998
-98.347411,213,4129.051748
-66.679405,238,4133.777918
-138.420685,236,4138.284942
-122.376768,171,4141.571982
-153.972641,232,4145.946631
79.361387,109,4148.281201
70.597891,142,4150.981558
59.086822,147,4153.750602
-75.536692,243,4158.363926
-74.955036,260,4163.272741
-29.458915,176,4166.64602
-117.961262,179,4170.102377
-146.394493,210,4174.243309
-167.559971,283,4180.117465
76.506295,108,4182.133674
-19.379986,241,4186.913526
-98.93395,259,4191.956424
-173.203473,280,4197.248545
-0.978558,217,4201.382348
-101.612031,225,4205.614249
-147.052384,189,4209.573633
-24.850712,182,4213.024975
-16.189127,186,4216.52229
-147.137758,202,4220.370287
-22.119198,227,4224.617268
-115.783069,223,4228.852802
-12.043985,207,4232.842857
3.363231,180,4236.330098
-75.665234,266,4241.81055
-167.076224,238,4246.945765
-51.11335,203,4251.425507
70.68919,135,4254.24051
81.51568,122,4256.857246
-87.657594,213,4261.164397
-131.522804,203,4265.053948
82.529308,108,4267.212275
-19.994872,237,4272.106494
62.180815,140,4274.83969
-15.225186,180,4278.481866
-90.5227,307,4284.389115
75.847758,112,4286.613075
-102.777371,273,4291.841294
-22.564197,204,4295.794083
-147.17988,210,4300.198829
-133.931341,278,4305.520564
71.652029,110,4307.608129
73.601804,123,4309.917372
-101.483502,277,4315.330365
-23.438951,195,4319.252229
-67.254806,207,4326.656333
60.592895,136,4329.840574
-9.326185,195,4333.708774
6.049097,212,4338.024577
-129.563855,173,4341.340456
68.649458,135,4343.846909
-48.244565,249,4348.541929
-132.777568,263,4353.564714
-157.402314,222,4358.174721
-162.482567,204,4362.132867
