timesteps,mean_reward,mean_fuel_mL,mean_travel_time_s,mean_stop_steps,mean_max_abs_jerk
10000,-247.37460987633494,77.51510979969339,126.125,16.25,6.620715454140084
20000,-230.07456901285514,89.16222599501131,129.75,18.25,8.644279569387436
30000,-128.87830694847798,94.24209334594957,112.9375,12.0,10.26138286292553
40000,-113.61080226508784,89.39420411189712,103.5,9.0,7.924929124092142
50000,-116.69708645772334,93.06085613488125,103.125,15.5,8.9476860165596
60000,-55.405428009362424,83.34233325462752,103.5625,4.0,7.221065998077393
70000,-88.7305309314761,89.98799495495201,112.5625,3.125,7.51998296380043
80000,-47.14240357388189,85.49200821385095,100.375,6.75,8.409134761341338
90000,-89.03635927775917,86.3212332412991,110.3125,5.75,6.75616706537309
100000,-85.58841119390854,89.05541851865658,99.6875,8.875,7.020005426530238
110000,-58.9458402462551,79.45550925552828,111.375,4.25,6.549124210487463
120000,-47.65841530300713,83.26787719546166,105.0625,1.5,7.010959828049363
130000,-80.89174401552737,88.90371331446408,111.4375,2.125,7.86039075255394
140000,-139.34446181869134,91.37040021525917,119.9375,17.5,8.305858058124038
150000,-45.69888821523,86.48391123313328,106.875,1.375,6.491018483179568
160000,-54.13796669581552,80.29698117700428,102.25,16.5,7.448124543998726
170000,-50.75497343895404,85.40856621450087,107.3125,6.375,8.025214181402898
180000,-11.188362212400534,75.90722525997543,95.8125,0.875,5.1980936378240585
190000,-13.235791588467691,74.95263636573222,89.3125,1.125,5.88521109521389
200000,-50.67800529691158,81.6200550750431,103.25,4.25,5.753691832896342
210000,-35.33970643077191,83.7195778681323,97.9375,3.25,6.358225300908089
220000,-11.634880743335088,76.9927516570505,97.8125,7.0,5.470760959796456
230000,-71.05323013058114,87.71416238221406,115.25,12.0,7.701241105794907
240000,-77.25034245219331,88.97715714108605,121.5,8.875,7.358643255429872
250000,-25.84015608990103,70.27573142055728,83.4375,0.875,4.881315068477974
260000,-11.485762384934787,74.98404704419771,91.5625,8.0,4.8438969403505325
270000,-36.09248615668912,78.2704018233278,93.625,4.75,5.837516886885009
280000,-61.7707941208937,83.95351865472944,116.0625,6.125,7.504653930298538
290000,-70.8166738950822,86.3320753841472,101.0,7.625,8.737848281860352
300000,-58.561464745842386,87.90818345862704,108.0,5.625,7.407766625285149
310000,-40.25639922564005,79.00991649460725,104.75,2.5,6.754632757341117
320000,-62.16152699710801,80.18010735523431,97.6875,10.25,6.15517436665969
330000,-67.85984081338756,86.12970251267504,109.375,10.125,7.134638100862503
340000,-29.979383829355356,77.23607604750298,100.6875,9.25,6.357680037730658
350000,-55.05278741566326,84.00941389497977,105.0,4.75,6.4432733207941055
