#{"t_start": 1784427799.554893, "env_id": "None"}
r,l,t
-38.021665,218,3318.132429
-44.760271,205,3323.221233
-179.921905,260,3329.849956
2.959396,186,3334.420188
15.451571,184,3339.054156
-8.866076,201,3343.990219
4.023777,197,3349.011774
-144.626497,279,3356.975511
-171.103731,245,3363.663919
-185.327538,232,3369.007683
81.725339,106,3371.389053
-178.182903,319,3379.257853
-99.198935,299,3388.100564
-107.321021,204,3393.194613
-43.317202,218,3398.882305
-28.650502,198,3404.411379
78.079211,116,3407.627765
-129.792922,202,3413.135843
-24.519243,226,3418.72396
-82.575778,222,3425.424768
-12.651022,207,3430.954743
29.442499,179,3435.38968
-47.166865,265,3441.492843
-106.212316,247,3447.452532
-9.471632,201,3452.001038
71.542444,123,3454.6882
81.945488,113,3457.595953
-157.712592,210,3462.381191
-133.014285,208,3467.005728
81.396295,105,3469.452835
-9.834362,236,3474.732081
63.646206,144,3478.334003
17.03245,177,3482.240699
-105.853486,307,3489.228122
78.201433,109,3491.770159
-96.368926,274,3497.77852
-6.071019,206,3502.347281
-157.814917,210,3507.347778
-113.934125,277,3513.499034
69.724155,106,3515.757391
75.97107,114,3518.210428
-111.395065,273,3525.149434
-2.610487,192,3534.408738
-27.682688,203,3539.701789
62.520495,138,3542.984812
-11.2047,192,3547.72452
72.053352,119,3550.538152
75.140302,109,3552.618837
-156.016225,206,3556.606258
-155.447319,173,3561.115408
-63.108153,251,3567.656924
-134.31386,266,3574.666269
-145.577888,224,3580.942657
-169.86805,210,3586.554771
-115.407499,175,3590.912569
-148.283295,248,3597.88143
-143.630694,288,3605.525732
-189.263194,320,3612.844355
-6.058445,196,3617.748296
84.765568,105,3620.216303
-117.485449,181,3624.19907
70.51458,115,3627.094166
-63.168165,271,3633.577419
83.867505,107,3636.30568
-6.992713,193,3640.656625
-141.762156,183,3644.657452
-99.833686,251,3655.464663
-172.828959,247,3664.077961
-69.525139,244,3670.077773
-5.719009,194,3675.248626
-136.348346,250,3681.161024
60.06568,146,3684.390024
-153.846758,205,3689.604042
-90.79926,260,3695.285871
-95.503645,238,3700.742318
-54.738059,238,3706.250731
-80.854563,185,3710.516532
-29.660119,248,3716.423827
-48.131459,222,3721.562881
62.474206,132,3724.55574
-153.286808,242,3729.974451
-120.139795,178,3733.792018
-50.791849,211,3740.357132
-72.689292,243,3747.331806
-100.250985,178,3751.54248
-62.325985,245,3757.028452
20.909522,160,3760.54043
61.243992,140,3763.680064
-0.365386,189,3767.820098
-128.319952,182,3771.833887
-66.833763,208,3776.821731
66.702411,135,3784.338476
-215.766312,320,3792.467991
15.356193,190,3797.147391
-48.658537,222,3802.59657
73.830391,109,3805.181823
-130.61528,257,3810.241444
-185.058356,234,3815.868037
76.740498,108,3818.427886
-37.983951,219,3823.946438
-100.178459,196,3828.724605
-14.187844,237,3834.642764
74.778243,117,3837.817056
-128.198726,197,3842.936761
-85.016751,212,3848.398741
75.489683,109,3851.08787
-123.227418,225,3856.623035
86.155558,107,3859.266287
29.272883,168,3864.743049
-124.738012,202,3870.756828
-131.480447,283,3878.400404
-118.049361,177,3882.693372
69.138634,131,3885.732171
-29.075426,229,3890.873142
-117.673551,214,3896.341416
-155.832948,217,3901.419448
-107.680563,281,3908.410234
-96.019953,206,3914.662913
67.95976,139,3918.027538
-0.690249,195,3923.388865
-138.439748,187,3928.331545
-30.543173,225,3933.775269
-96.648782,250,3939.393394
-100.607553,200,3943.909292
-107.139792,189,3948.695879
-143.722485,274,3954.789033
87.948606,104,3957.403218
-150.895298,196,3961.783358
-33.769626,205,3966.465009
-79.217111,225,3971.745903
21.168203,170,3976.045723
-45.449682,250,3981.538257
-48.794396,215,3986.133964
74.769772,115,3988.668141
-56.308543,224,3993.519273
-116.380328,210,3997.760494
24.898618,172,4001.334858
-73.986323,284,4008.508519
-83.649701,221,4014.07698
-146.970341,232,4020.26296
-32.946573,212,4025.703892
-184.187812,228,4035.822344
-266.149592,320,4044.025589
79.225152,124,4047.282394
80.920972,112,4050.42808
-87.458632,215,4055.636958
-25.845775,222,4059.621914
-140.563688,239,4065.222471
-117.966198,205,4069.947955
-57.170424,238,4075.555299
-47.318715,246,4081.469957
-51.859322,260,4087.317856
-106.554794,232,4092.491786
-25.205292,237,4097.832231
-69.099452,219,4102.972494
64.020081,132,4106.015045
-257.507235,320,4113.551235
-117.016491,264,4120.069413
65.567605,138,4123.618494
-51.728543,237,4129.715696
-53.11597,216,4134.851206
-0.168067,190,4139.454754
66.059413,129,4142.305217
-87.176063,245,4150.136085
-151.206286,301,4160.061148
-45.251024,189,4165.01973
-55.506567,239,4171.830493
-27.138919,221,4177.246772
73.367428,110,4179.982159
-18.295257,215,4185.226211
-158.528623,241,4190.860101
-40.95063,214,4196.365222
-166.955427,320,4204.518317
11.588749,193,4209.544844
93.053333,106,4211.857236
86.868195,104,4213.909929
-90.973503,263,4220.093793
-14.826359,218,4225.301688
-90.068534,227,4230.696601
-1.77597,184,4235.17997
-30.998014,236,4240.880553
-48.119938,251,4246.53632
-45.903236,277,4252.729635
-138.173732,244,4258.626599
15.710715,171,4262.487893
-40.577526,250,4268.111746
-154.743744,193,4272.498436
-146.391783,239,4282.149931
-13.877524,205,4287.143353
-118.157911,273,4293.740243
-63.368695,250,4299.348456
-60.750492,258,4304.597181
-17.635805,187,4308.350307
-39.97185,233,4314.384032
-152.897334,204,4319.822446
-40.154768,242,4326.285337
-18.986803,237,4332.93825
-94.720143,241,4338.956031
-13.145354,224,4344.380677
82.769783,107,4347.288806
44.095951,152,4351.116747
-65.605297,219,4356.548146
-149.082762,177,4360.857797
-96.589257,275,4367.742432
-122.041941,211,4372.587653
85.161216,116,4375.308746
48.735261,152,4379.1842
-81.545666,263,4385.214448
-92.929521,271,4391.46319
-61.719594,256,4397.327696
58.819137,141,4400.493683
-59.200242,226,4405.742385
-139.510241,210,4410.930792
12.128104,185,4415.210574
74.678541,128,4418.131165
-98.167369,254,4424.201017
-86.651778,225,4429.690286
-50.390743,245,4435.661176
72.98136,113,4439.120658
-10.477928,201,4444.128786
-46.40507,217,4449.170719
-39.183032,209,4453.976201
79.632859,111,4456.675972
-139.524516,271,4463.097081
-13.48583,202,4468.146335
-136.875001,224,4473.448397
-140.757924,278,4479.939538
-114.020576,223,4485.317082
-74.785564,191,4489.910836
-153.074958,246,4496.889743
-35.553735,203,4502.51264
-69.589623,274,4509.66787
-88.215845,230,4515.838
-82.54378,215,4521.463384
60.876196,148,4525.149786
46.60214,157,4534.014872
30.217206,154,4537.58908
-35.216755,220,4542.497268
-111.176647,209,4547.061024
69.572846,121,4550.015217
65.144931,146,4553.284826
-122.832817,235,4557.939545
69.440306,149,4561.380476
-59.733673,234,4567.254377
-0.842142,173,4571.262621
85.736214,107,4573.990218
-62.179723,232,4580.006181
-153.291773,241,4586.079668
78.201537,113,4588.892599
75.598964,111,4591.643329
-109.37802,279,4598.281678
-26.209596,197,4603.359556
-43.100703,198,4608.334061
-65.417098,258,4614.612651
-56.174021,272,4621.627728
51.448166,152,4625.222994
-29.599739,204,4629.981014
-87.577999,239,4635.755153
-110.476975,259,4641.726722
-139.120044,207,4647.265649
-198.090542,230,4653.52475
-70.747318,288,4660.097192
30.38918,161,4663.920455
-21.848501,200,4669.158376
72.697889,118,4672.052091
-187.266207,244,4678.077573
72.487566,114,4680.623987
-91.909461,226,4686.245721
-96.596835,311,4693.686061
70.292652,130,4697.129407
-52.36183,221,4702.483504
-42.054046,226,4708.618974
-100.350505,216,4714.305186
-177.634003,308,4722.347096
91.011224,105,4724.952191
-174.072927,278,4731.984386
-107.628164,218,4737.633785
-188.330302,221,4743.020971
73.44935,117,4745.907909
74.369785,113,4748.866
-177.675666,247,4755.033601
-116.362408,185,4759.306091
-27.851571,221,4764.945662
64.501101,141,4768.867873
-44.463277,248,4774.859282
-34.458328,215,4784.747871
-108.303328,237,4790.603698
-43.394515,244,4796.665662
1.202292,176,4801.148903
-12.818849,178,4805.732084
-4.961698,212,4809.895113
-116.563228,190,4814.252501
4.141244,209,4819.5597
-24.974522,192,4824.396966
-85.99996,213,4830.133824
-5.747502,211,4835.420265
-85.040812,279,4842.120529
-106.21285,266,4848.450232
70.512395,134,4852.088673
-16.541357,212,4858.180186
-108.188765,284,4865.75978
-72.027662,265,4872.71337
-52.205088,240,4878.875198
-37.789324,223,4885.206582
-133.56501,294,4893.472817
73.477068,128,4896.913071
-48.746588,248,4903.484023
-169.17098,283,4910.739743
-45.051915,212,4916.914498
-87.935011,288,4924.314856
-163.992358,195,4929.747637
-35.042019,202,4935.367107
-162.210117,320,4943.009827
-146.642432,216,4948.485735
-100.441801,271,4954.793402
-151.709681,215,4959.655711
-122.102271,186,4964.0368
-128.607479,250,4969.715451
-75.868891,285,4976.618256
-211.629136,319,4984.314954
-112.173066,299,4991.395672
-132.99457,258,4997.639481
-58.841411,254,5003.678908
-104.472464,247,5010.680792
-96.975462,214,5015.819369
-11.303081,177,5019.980754
-20.819511,191,5025.836264
-36.413058,234,5031.634543
-55.930052,260,5044.903907
-213.820337,320,5052.950149
-203.695594,258,5060.033194
-29.080949,204,5065.85232
-44.002753,233,5071.367281
-139.180699,247,5076.08305
-15.124988,223,5081.398866
-85.137327,233,5086.92808
59.006382,144,5089.845209
-54.89445,251,5095.628164
-24.636861,244,5101.550057
-109.817334,170,5106.035299
7.553485,155,5109.551528
-120.81246,242,5116.629403
16.9046,178,5120.333762
-143.710523,233,5126.735119
-39.159808,227,5131.833844
-105.727686,203,5136.022919
82.748929,106,5138.154175
-30.481366,229,5142.886899
-112.115016,217,5147.252048
-207.638815,285,5153.007578
-145.10615,239,5158.513823
83.594926,106,5160.596033
91.016116,108,5162.939591
-180.177372,247,5168.210587
71.255854,120,5170.551949
-13.938621,207,5174.93603
65.667269,132,5177.569522
-80.770113,234,5182.411019
-133.056055,214,5187.102047
33.996917,150,5190.547208
-98.056942,236,5195.285924
-111.79655,228,5199.870719
-168.634101,287,5206.048302
