timesteps,mean_reward,mean_fuel_mL,mean_travel_time_s,mean_stop_steps,mean_max_abs_jerk
10000,-163.02726774633993,80.99736467266405,123.75,6.0,8.149720668792725
20000,-127.28404203345417,81.14391847267586,109.1875,6.75,7.615139277891997
30000,-112.4203128165027,87.22566316772382,113.5,13.125,8.243956729769707
40000,-96.45747870872583,91.20945100984197,107.9375,13.375,8.588580250740051
50000,-108.25502584512287,87.78502606088611,110.1875,14.375,7.872729882597923
60000,-102.99597891927988,90.26080032838283,108.6875,17.0,7.918652834934051
70000,-37.27730888752558,86.05617284403756,109.5625,2.75,7.389064235245223
80000,-1.3067891650571255,69.89882354954787,95.8125,3.625,4.947102591395378
90000,-19.868106326255656,82.14689546109946,106.75,1.125,7.916665017604828
100000,-80.73852832270495,86.77140063977484,119.8125,8.875,8.174331083305896
110000,-24.402309353687087,77.5020365187139,97.8125,5.875,6.384808061565964
120000,-59.71437874838011,88.733851414643,112.25,7.75,7.7614614218473434
130000,-5.447599910648933,72.31583630212174,97.0,0.5,5.470007941126823
140000,-25.814543006767053,72.21652194640086,100.4375,3.0,5.409015802979248
150000,-30.6978503642531,80.78959924851964,102.25,3.625,5.265396526299714
160000,-49.587607843393926,82.53335149316372,107.125,10.25,6.016992434859276
170000,-48.19525930028067,84.84834967015999,106.4375,6.25,6.630767520248958
180000,-18.91661304885929,81.41594048104477,107.5,1.625,6.373427767467311
190000,2.7958167465767474,71.89776353942668,97.5,4.375,6.524943083524704
200000,-37.62648579708707,77.23891561857901,107.375,3.25,5.417013089738948
210000,-84.18177981977715,80.14232820706691,108.1875,4.625,6.460027961875973
220000,-73.04027672056509,85.60620045754668,113.4375,5.625,5.7225516889323975
230000,-1.2417274676136003,68.65556365270703,98.625,3.625,3.937005192041397
240000,-54.59613473394347,83.83517948117202,113.125,3.125,6.596149523242015
250000,-77.46392930870934,80.47938642741536,101.9375,4.5,6.2375030954386865
260000,-61.428249553568094,79.55183356541261,103.875,8.5,6.799215718560816
270000,-99.24720545279342,88.16405615095408,125.5625,13.75,7.219214037060738
280000,-63.98412629347877,83.73906013847086,114.3125,5.375,6.466602443061587
290000,-40.61041019851109,80.5175488642384,107.5,3.125,5.165151568111589
300000,-7.4655527619013355,69.2607393962179,95.375,0.25,4.170464664697647
310000,-74.82933378116286,82.07176546488586,110.0625,3.75,7.127862541880724
320000,-41.51565592852421,73.67063904809926,94.125,2.0,5.201530751265052
330000,-73.10888799011354,81.77154648214692,112.5,8.875,6.219505846500397
340000,3.5168247911396975,75.01015779500048,96.0625,0.25,4.493344575166702
350000,-19.57074673216266,77.28934164275128,105.5,0.5,4.756915956735611
360000,-75.7203124958287,87.83025070866083,109.8125,1.25,8.2453611675684
370000,-26.932215091313992,72.61001039944601,100.6875,3.5,5.0902891010046005
380000,-37.120829614990726,69.51378855038591,102.0625,5.875,5.343598036092917
390000,14.793898801921841,67.96290320717857,96.3125,0.5,2.9407432973384857
400000,-30.61442368295684,75.09873456754968,101.5,0.25,4.333436191082001
